SMILES,IC50_nM,pIC50
Cc1nn(Cc2ccccc2)cc1NC(=O)c1cc(-c2ccccc2)on1,1830.0,5.74
Cc1nnc(-c2cc(C(=O)Nc3cnn(Cc4cccc(F)c4)c3)no2)o1,45000.0,4.346787486224656
Cc1nnc(-c2cc(C(=O)Nc3cnn(Cc4cccc(F)c4)c3)no2)s1,45000.0,4.346787486224656
Cc1nnc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)o1,45000.0,4.346787486224656
Cc1nnc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)s1,45000.0,4.346787486224656
Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,10.0,8.0
Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,21.0,7.68
Cc1nnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)o1,315.0,6.5
Cc1nnc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)nc1C,550.0,6.26
Cc1nsc(-c2ccc(N3CCC(N4CCc5ccccc54)CC3)nn2)n1,14.0,7.85
Cc1nsc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)n1,68.0,7.17
Cc1nsc(-c2ccc(N3CCC(n4ccc5ccccc54)CC3)nn2)n1,34.0,7.47
Clc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,0.53,9.61
Clc1ccccc1OC1CCN(c2nccnn2)CC1,550.0,6.26
Cn1c(=O)oc2ccc(-c3cc(C(=O)N4CCC[C@H]4c4ccccc4)no3)cc21,45000.0,4.346787486224656
Cn1cc(-c2cc(C(=O)N3CCC[C@H]3c3ccccc3)no2)ccc1=O,36340.0,4.44
Cn1cc(-c2ccc(N3CCC(N4CCc5c(Cl)cc(Cl)cc54)CC3)nn2)cn1,1000.0,6.0
Cn1cc(-c2ccc(N3CCC(N4CCc5c(Cl)cccc54)CC3)nn2)cn1,1000.0,6.0
Cn1cc(-c2ccc(N3CCC(N4CCc5cc(Cl)ccc54)CC3)nn2)cn1,218.0,6.66
Cn1cc(-c2ccc(N3CCC(N4CCc5cc(F)ccc54)CC3)nn2)cn1,99.0,7.0
Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,21.0,7.68
Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(CO)cc54)CC3)nn2)cn1,394.0,6.41
Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(Cl)cc54)CC3)nn2)cn1,28.0,7.55
Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,36.0,7.44
Cn1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,16.0,7.8100000000000005
Cn1cc(-c2ccc(N3CCC(n4c(C(F)(F)F)nc5ccccc54)CC3)nn2)cn1,1000.0,6.0
Cn1cc(-c2ccc(N3CCC(n4ccc5c(F)cccc54)CC3)nn2)cn1,678.0,6.17
Cn1cc(-c2ccc(N3CCC(n4ccc5cc(Cl)ccc54)CC3)nn2)cn1,181.0,6.74
Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,173.0,6.76
Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(Cl)cc54)CC3)nn2)cn1,35.0,7.46
Cn1cc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)cn1,24.0,7.619999999999999
Cn1cc(-c2ccc(N3CCC(n4ccc5ccccc54)CC3)nn2)cn1,126.0,6.9
Cn1cc(-c2ccc(N3CCC(n4nc(Cl)c5ccccc54)CC3)nn2)cn1,6.0,8.22
Cn1cc(-c2ccc(N3CCC(n4ncc5c(C(F)(F)F)cccc54)CC3)nn2)cn1,52.0,7.28
Cn1cc(-c2ccc(N3CCC(n4ncc5c(Cl)cccc54)CC3)nn2)cn1,15.0,7.82
Cn1cc(-c2ccc(N3CCC(n4ncc5c(F)cccc54)CC3)nn2)cn1,68.0,7.17
Cn1cc(-c2ccc(N3CCC(n4ncc5cc(F)ccc54)CC3)nn2)cn1,145.0,6.84
Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(C(F)(F)F)cc54)CC3)nn2)cn1,8.0,8.1
Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(Cl)cc54)CC3)nn2)cn1,16.0,7.8
Cn1cc(-c2ccc(N3CCC(n4ncc5ccc(F)cc54)CC3)nn2)cn1,30.0,7.67
Cn1cc(-c2ccc(N3CCC(n4ncc5ccccc54)CC3)nn2)cn1,92.0,7.04
Cn1cc(-c2ccc(N3CCC(n4nnc5ccccc54)CC3)nn2)cn1,939.0,6.03
Cn1cc(Cl)nc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)c1=O,200.0,6.7
Cn1cc(Cl)nc(N2CCC(Oc3cc(F)ccc3Cl)CC2)c1=O,20.0,7.7
Cn1cc(Cl)nc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)c1=O,200.0,6.7
Cn1cc(Cl)nc(N2CCC(Oc3ccccc3Cl)CC2)c1=O,550.0,6.26
Cn1cc(NC(=O)c2cc(-c3ccco3)on2)cn1,45000.0,4.346787486224656
Cn1cc2ccc(-c3cc(C(=O)N4CC(c5ccccc5)C4)no3)cc2n1,45000.0,4.346787486224656
Cn1ccc(-c2cc(C(=O)N3CCC[C@H]3c3ccccc3)no2)cc1=O,29370.0,4.53
Cn1ccc(NC(=O)c2cn(Cc3cccc(OC(F)(F)F)c3)cn2)n1,88.0,7.06
Cn1cccc(-c2cc(C(=O)Nc3cnn(Cc4cccc(F)c4)c3)no2)c1=O,12000.0,4.92
Cn1ccnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)c1=O,100.0,7.0
Cn1ccnc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
Cn1nc(Cc2ccc(Cl)c(Cl)c2)cc1NC(=O)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
Cn1nc(Cc2cccnc2)nc1-c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,51.5,7.305
Cn1ncc2ccc(-c3cc(C(=O)N4CC(c5ccccc5)C4)no3)cc21,45000.0,4.346787486224656
Cn1ncc2cccc(C3CCCN3C(=O)c3cc(-c4ccc5c(c4)OCO5)on3)c21,45000.0,4.346787486224656
Cn1nccc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)c1=O,200.0,6.7
Cn1nccc1-c1ccc2c(C(=O)N3CCC[C@H]3c3ccccc3)noc2c1,45000.0,4.346787486224656
Cn1nccc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
FC(F)(F)c1ccc(Cl)c(OC2CCN(c3nccnn3)C2)c1,650.0,6.19
FC(F)(F)c1ccc(Cl)c(OC2CCN(c3nccnn3)CC2)c1,100.0,7.0
FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nc(Cc5cccnc5)n[nH]4)nn3)CC1)O2,2.5,8.7
FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(-c5cccnc5)o4)nn3)CC1)O2,10000.0,5.0
FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(CCc5cccnc5)o4)nn3)CC1)O2,25.5,7.63
FC(F)(F)c1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,0.06,10.22
FC(F)(F)c1ccccc1NC1CCN(c2nccnn2)CC1,30.0,7.52
FC(F)(F)c1ccccc1OC1CCN(c2nc3ncccc3s2)CC1,755.0,6.12
FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3ncco3)s2)CC1,55.0,7.26
FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3ncon3)s2)CC1,16.0,7.8
FC(F)(F)c1ccccc1OC1CCN(c2ncc(-c3nnco3)s2)CC1,65.0,7.19
FC(F)(F)c1ccccc1OC1CCN(c2ncc3nc[nH]c3n2)CC1,257.0,6.59
FC(F)(F)c1ccccc1OC1CCN(c2nccnn2)CC1,550.0,6.26
FC(F)(F)c1ccccc1OC1CCN(c2ncnc3[nH]cnc23)CC1,48.0,7.32
FC(F)(F)c1ccccc1OC1CCN(c2nnc(-c3nn[nH]n3)s2)CC1,50000.0,4.301029995663981
Fc1cc(Br)c(OC2CCN(c3nccnn3)CC2)cc1F,55.0,7.26
Fc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,12.5,7.970000000000001
Fc1ccc(Br)c(OC2CCN(c3nc4ccccc4s3)CC2)c1,10639.0,4.97
Fc1ccc(Br)c(OC2CCN(c3ncc4nc[nH]c4n3)CC2)c1,47.0,7.33
Fc1ccc(Br)c(OC2CCN(c3ncnc4[nH]cnc34)CC2)c1,39.0,7.4089353929735005
Fc1ccc(Br)c(OC2CCN(c3nnc(-c4nn[nH]n4)s3)CC2)c1,12588.0,4.9
Fc1ccc(Cl)c(OC2CCN(c3nccnn3)CC2)c1,30.0,7.52
Fc1ccc(F)c2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,0.55,9.5
Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)cc4)nn3)CC1)CC2,72.0,7.16
Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4ccc(C(F)(F)F)nc4)nn3)CC1)CC2,14.0,7.85
Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4cn[nH]c4)nn3)CC1)CC2,21.0,7.68
Fc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(CCN5CCOCC5)c4)nn3)CC1)CC2,275.0,6.56
Fc1ccc2ccn(C3CCN(c4ccc(-c5ccc(C(F)(F)F)nc5)nn4)CC3)c2c1,16.0,7.8
Fc1ccc2onc(C3CCN(c4ccc(-c5cccnc5)nn4)CC3)c2c1,165.0,6.78
Fc1ccc2onc(C3CCN(c4ccc(-c5cn[nH]c5)nn4)CC3)c2c1,111.0,6.96
Fc1ccc2onc(C3CCN(c4ccc(-n5ccnc5)nn4)CC3)c2c1,156.0,6.81
Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,0.5,9.335
N#CC1(c2ccc(C(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,27.0,7.57
N#CC1(c2ccc(Cl)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,20.0,7.7
N#CC1(c2ccc(OC(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,11.0,7.96
N#CC1(c2ccc(S(F)(F)(F)(F)F)cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,9.5,8.02
N#CC1(c2ccc([N+](=O)[O-])cc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,100.0,7.0
N#CC1(c2cccc(Cl)c2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,15.0,7.82
N#CC1(c2ccccc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,190.0,6.72
N#CC1(c2ccccc2Cl)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,80.0,7.1
N#Cc1cc(C(=O)Nc2cnn(Cc3cccc(F)c3)c2)no1,45000.0,4.346787486224656
N#Cc1cc(F)cc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)c1,45000.0,4.346787486224656
N#Cc1ccc(-c2cc(C(=O)N3CCC(c4ccccc4)CC3)no2)c(F)c1,160.0,6.8
N#Cc1ccc(-c2cc(C(=O)N3CCC(c4ccccc4)CC3)no2)cc1,45000.0,4.346787486224656
N#Cc1ccc(-c2cc(C(=O)N3CCC[C@H]3c3ccccc3)no2)cc1,45000.0,4.346787486224656
N#Cc1ccc(-c2cc(C(=O)N3CCC[C@H]3c3ccccc3)no2)nc1,45000.0,4.346787486224656
N#Cc1ccc(-c2cc(C(=O)Nc3cnn(Cc4cc(F)ccc4C(F)(F)F)c3)no2)nc1,45000.0,4.346787486224656
N#Cc1ccc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)cc1,980.0,6.01
N#Cc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)cc1,45000.0,4.346787486224656
N#Cc1ccc(C2CCN(C(=O)c3cc(-c4ccc5c(c4)OCO5)on3)CC2)cc1,45000.0,4.346787486224656
N#Cc1ccc(CN(C(=O)c2cc(-c3ccccc3)on2)c2cnn(Cc3ccc(C#N)cc3)c2)cc1,45000.0,4.346787486224656
N#Cc1ccc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)cc1,45000.0,4.346787486224656
N#Cc1ccc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)nc1,45000.0,4.346787486224656
N#Cc1ccc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)s1,45000.0,4.346787486224656
N#Cc1ccc(F)cc1Cn1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
N#Cc1ccc2c(C(=O)N3CCC[C@H]3c3ccccc3)noc2c1,45000.0,4.346787486224656
N#Cc1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,20000.0,4.698970004336019
N#Cc1cccc(-c2cc(C(=O)N3CCC(c4ccccc4)CC3)no2)c1,45000.0,4.346787486224656
N#Cc1cccc(-c2cc(C(=O)N3CCC[C@H]3c3ccccc3)no2)c1,31050.0,4.51
N#Cc1cccc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)c1,4620.0,5.33
N#Cc1cccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)c1,38900.0,4.41
N#Cc1cccc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)c1,45000.0,4.346787486224656
N#Cc1ccccc1-c1cc(C(=O)N2CCC(c3ccccc3)CC2)no1,45000.0,4.346787486224656
N#Cc1ccccc1-c1cc(C(=O)N2CCC[C@H]2c2ccccc2)no1,45000.0,4.346787486224656
N#Cc1ccccc1-c1cc(C(=O)Nc2cnn(Cc3cccc(F)c3)c2)no1,45000.0,4.346787486224656
N#Cc1ccccc1-c1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)no1,45000.0,4.346787486224656
N#Cc1ccccc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
N#Cc1cccnc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
N#Cc1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,340.0,6.47
N#Cc1nn(Cc2ccccc2)cc1NC(=O)c1cc(-c2ccccc2)on1,45000.0,4.346787486224656
NC(=O)CCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3ccc(Cl)c(Cl)c3)nc21,36.0,7.44
NC(=O)CCn1c(=O)c(-c2cccnc2)nc2cnc(NCc3cccc(C(F)(F)F)c3)nc21,92.0,7.04
NC(=O)Cn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,387.0,6.41
NC(=O)c1cc(C(=O)N2CCC(c3ccccc3)C2)no1,7610.0,5.12
NC(=O)c1cc(C(=O)Nc2cnn(Cc3cccc(F)c3)c2)no1,45000.0,4.346787486224656
NC(=O)c1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)no1,45000.0,4.346787486224656
NC(=O)c1cc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)no1,14.0,7.85
NC(=O)c1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,1000.0,6.0
NC(=O)c1cn(Cc2cc(Br)c(Br)c(Br)c2)nn1,760.0,6.12
NC(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,10.0,8.0
NC(=O)c1cnc(N2CCC(Sc3ccccc3C(F)(F)F)CC2)s1,24.0,7.62
NC(=O)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)s1,277.0,6.555
NC(=O)c1cnc(N2CCN(Cc3ccccc3C(F)(F)F)CC2)s1,153.0,6.82
NC(=O)c1cnc(N2CC[C@H](Oc3ccccc3C(F)(F)F)C2)s1,84.0,7.08
NC(=O)c1csc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,6523.0,5.19
NC(=O)c1n[nH]c(N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,2823.0,5.55
NC(=O)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,90.0,7.05
NC(=O)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,94.0,7.03
NC(=O)c1nnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)o1,199.0,6.7
NC(=O)c1nnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,7.0,8.15
NC1(c2ccccc2)CCN(c2ccc(-c3nc(CO)no3)nn2)CC1,220.0,6.66
NNC(=O)c1ccc(N2CCC(c3noc4ccc(F)cc34)CC2)nn1,59.0,7.23
NS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,74.0,7.13
NS(=O)(=O)c1cnc(N2CCC(Oc3ccccc3C(F)(F)F)CC2)s1,1019.0,5.99
N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccc(O)cc3s2)cc1,10.0,8.0
N[C@H](c1ccccc1)c1ccc(C(=O)Nc2nc3ccccc3s2)cc1,1200.0,5.92
Nc1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)no1,45000.0,4.346787486224656
Nc1nc2cnc(N3CCC(Oc4cc(F)ccc4Br)CC3)nc2s1,17.0,7.77
Nc1ncnc2[nH]c(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc12,162.0,6.79
O=C(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,23.0,7.64
O=C(CNc1nccnc1Cl)N1CCC(Oc2ccccc2Cl)CC1,30.0,7.52
O=C(CO)NCCN1C(=O)COc2ccc(NCc3ccc(Cl)c(Cl)c3)cc21,0.5,9.3
O=C(CO)NCCn1c(=O)c(C(F)(F)F)nc2ccc(NCc3cccc(C(F)(F)F)c3)cc21,2.7,8.57
O=C(CO)Nc1ccc2c(=O)n(Cc3ccc(Cl)c(Cl)c3)cnc2c1,180.0,6.75
O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(C(F)(F)F)c3)c(=O)c2c1,110.0,6.96
O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,119.0,6.92
O=C(CO)Nc1ccc2ncn(Cc3ccc(Cl)cc3)c(=O)c2c1,79.0,7.1
O=C(CO)Nc1ccc2ncn(Cc3cccc(-c4ccccc4)c3)c(=O)c2c1,1000.0,6.0
O=C(CO)Nc1cnc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,49.0,7.31
O=C(COc1ccccc1)Nc1ccc2ncn(Cc3ccc(Cl)c(Cl)c3)c(=O)c2c1,68.0,7.17
O=C(NC1CCCC1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,10000.0,5.0
O=C(NC1CCN(Cc2ccccc2)C1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(NC1CCN(c2ccccc2)C1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(NC1CCN(c2ccccc2)CC1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(NC1CCNC1)c1cc(-c2ccco2)on1,45000.0,4.346787486224656
O=C(NC1CN(C(=O)c2cc(-c3ccccc3)on2)C1)c1ccccc1,45000.0,4.346787486224656
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccc(F)cc3)CC2)nn1,99.0,7.015
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3)CC2)nn1,200.0,6.755
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,10.5,8.0
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC(C(=O)c3ccccc3OC(F)(F)F)CC2)nn1,56.5,7.495
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(C=Cc4ccccc4O3)CC2)nn1,61.0,7.21
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,50.0,7.3
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2c(F)cccc2O3)nn1,87.0,7.285
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccc(F)cc2O3)nn1,156.0,6.81
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2cccc(F)c2O3)nn1,33.0,7.48
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)CC(O)c2ccccc2O3)nn1,8.24,8.56
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2C(=O)O3)nn1,230.0,6.64
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Cc2ccccc2CO3)nn1,238.0,6.758970004336019
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2C3=O)nn1,10000.0,5.0
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CC2)Oc2ccccc2CC3O)nn1,24.78,8.28
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCNc4ccccc4O3)CC2)nn1,1000.0,6.0
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4C3=O)CC2)nn1,20.0,7.7
O=C(NCC(O)c1ccccc1)c1ccc(N2CCC3(CCc4ccccc4O3)CC2)nn1,1.3840000000000001,9.370000000000001
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CC(=O)c2ccccc2O3)nn1,1000.0,6.0
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CC2CC2)c2ccccc2O3)nn1,10.0,8.0
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CC2)CCN(CCO)c2ccccc2O3)nn1,600.0,6.22
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(Cl)cccc4O3)CC2)nn1,1.5,8.85
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)ccc(F)c4O3)CC2)nn1,4.5,8.425
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(F)cccc4O3)CC2)nn1,6.5,8.185
O=C(NCC(O)c1cccnc1)c1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,1.725,8.934999999999999
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3C(F)(F)F)CC2)nn1,18.0,7.75
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3Cl)CC2)nn1,101.0,7.0
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)nn1,12.0,7.92
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3Cl)CC2)nn1,192.0,6.72
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccc(F)cc3C(F)(F)F)CC2)nn1,24.0,7.62
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cccc(F)c3C(F)(F)F)CC2)nn1,66.0,7.18
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,39.0,7.41
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccoc3C(F)(F)F)CC2)nn1,290.0,6.54
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cnc(Cl)nc3C(F)(F)F)CC2)nn1,5870.0,5.23
O=C(NCCC1CC1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,2340.0,5.63
O=C(NCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,10.0,8.0
O=C(NCCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,100.0,7.0
O=C(NCCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,125.0,6.9
O=C(NCCO)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,120.0,6.92
O=C(NCCO)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,100.0,7.0
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cc1,820.0,6.09
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)cn1,250.0,6.6
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nc1,99.0,7.0
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,13.5,7.9
O=C(NCCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2C(F)(F)F)CC1,780.0,6.11
O=C(NC[C@@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,81.0,7.09
O=C(NC[C@H](O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,25.0,7.6
O=C(NCc1ccc(C(F)(F)F)o1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,124.0,6.91
O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(C(=O)c4ccccc4C(F)(F)F)cc3)nc2c1,157.0,6.8
O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4C(F)(F)F)cc3)nc2c1,439.0,6.36
O=C(NCc1ccc(Cl)s1)c1ccc2[nH]c(-c3ccc(Oc4ccccc4Cl)cc3)nc2c1,1360.0,5.87
O=C(NCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,395.5,6.755
O=C(NCc1ccccc1)c1cccc(NCC(=O)N2CCC(Oc3ccccc3C(F)(F)F)CC2)n1,7300.0,5.14
O=C(NCc1ccccc1)c1ccccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,580.0,6.24
O=C(NCc1ccccc1)c1ncccc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,560.0,6.25
O=C(NCc1ccccc1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,140.0,6.85
O=C(NCc1ccccn1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,720.0,6.14
O=C(NCc1ccccn1)c1nccnc1NCC(=O)N1CCC(Oc2ccccc2Cl)CC1,110.0,6.96
O=C(NCc1cccnc1)Nc1ccc(N2CCC3(CCc4c(cccc4C(F)(F)F)O3)CC2)nn1,58.0,7.484999999999999
O=C(NCc1cccnc1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,103.0,6.99
